best_candidate,best_jaccard,ein,filer_name,filer_state,form990_total_expenses,hospital_facilities_cnt,reason
,0,631058174,CULLMAN REGIONAL MEDICAL CENTER INC,AL,177312584,1,no_match_above_threshold
,0,381358172,SPARROW CLINTON HOSPITAL,MI,26333312,1,no_match_above_threshold
,0,810851756,WELLSTAR NORTH FULTON HOSPITAL,GA,287116184,1,no_match_above_threshold
,0,475348597,TANNER MEDICAL CENTER ALABAMA INC,GA,22201413,1,no_match_above_threshold
,0,951644036,Pasadena Hospital Association Ltd,CA,802495430,1,no_match_above_threshold
,0,520607945,UNION HOSPITAL OF CECIL COUNTY INC,DE,192419807,1,no_match_above_threshold
,0,810421823,MISSOULA COMMUNITY HEALTH SERVICES,MT,11369287,1,no_match_above_threshold
,0,920037099,SOUTH PENINSULA HOSPITAL INC,AK,110793354,1,no_match_above_threshold
,0,521638026,LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL,MD,246853240,1,no_match_above_threshold
,0,580568702,SAINT JOSEPH'S HOSPITAL INC,GA,328281339,1,no_match_above_threshold
,0,831683025,Gainesville Community Hospital Inc,TX,44916248,1,no_match_above_threshold
,0,741303720,Baptist Hospitals of Southeast Texas,TX,344607263,1,no_match_above_threshold
,0,300255522,PATHWAYS PSYCHIATRIC HOSPITAL INC,MO,26703238,1,no_match_above_threshold
,0,450310159,CHRISTIAN UNITY HOSPITAL CORPORATION,ND,26282350,1,no_match_above_threshold
,0,460726303,MEDSTAR SOUTHERN MD HOSPITAL CENTER INC,MD,307154942,1,no_match_above_threshold
,0,810245848,ROUNDUP MEMORIAL HOSPITAL ASSOCIATION,MT,15089380,1,no_match_above_threshold
,0,230794160,THE GOOD SAMARITAN HOSPITAL OF LEBANON,PA,293910564,1,no_match_above_threshold
,0,273128197,HIGHLAND-CLARKSBURG HOSPITAL INC,WV,22065925,1,no_match_above_threshold
,0,201890414,HEARTLAND HEALTH SYSTEM INC,IL,39898941,1,no_match_above_threshold
,0,410695603,ST JOSEPH'S AREA HEALTH SERVICES,MN,50077928,1,no_match_above_threshold
,0,450227012,MERCY HOSPITAL OF DEVILS LAKE,ND,28188280,1,no_match_above_threshold
,0,530196602,LUCY WEBB HAYES NATIONAL TRAINING SCHOOL,DC,520156222,1,no_match_above_threshold
,0,521341890,JOHNS HOPKINS BAYVIEW,MD,767179381,1,no_match_above_threshold
,0,743019849,St Mark's Medical Center,TX,27910201,1,no_match_above_threshold
,0,350869065,ST MARY'S HEALTH INC,MO,596433275,1,no_match_above_threshold
,0,352112529,St Vincent Clay Hospital Inc,MO,20364798,1,no_match_above_threshold
,0,370663567,St Elizabeth's Hospital of the Hospital Sisters of the Third Order of St Fr,IL,304298439,1,no_match_above_threshold
,0,231352166,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PA,3303766853,1,no_match_above_threshold
,0,454243702,St Vincent Fishers Hospital Inc,MO,60695855,1,no_match_above_threshold
,0,390818682,St Mary's Hospital Medical Center of Green Bay Inc - Hospital Sisters,WI,133483030,1,no_match_above_threshold
,0,390808480,St Nicholas Hospital of the Hospital Sisters of the Third Order of St Franc,WI,123028970,1,no_match_above_threshold
,0,260479484,St Luke's-St Vincent's Healthcare Inc,MO,245278689,1,no_match_above_threshold
,0,381443395,ASCENSION ST JOSEPH HOSPITAL,MO,56611949,1,no_match_above_threshold
,0,620475842,Saint Thomas Rutherford Hospital,MO,443036397,1,no_match_above_threshold
,0,730662663,St John Sapulpa Inc,MO,26363300,1,no_match_above_threshold
,0,261861676,Humphreys County Community Health Services Inc,MO,11574398,1,no_match_above_threshold
,0,480543778,ASCENSION VIA CHRISTI HOSPITAL PITTSBURG INC,MO,104505968,1,no_match_above_threshold
,0,203749695,Scott & White Hospital Round Rock,TX,460670566,1,no_match_above_threshold
,0,751008430,Baylor All Saints Medical Center,TX,537231911,1,no_match_above_threshold
,0,260194016,Lake Pointe Operating Company LLC,TX,226566831,1,no_match_above_threshold
,0,751777119,Baylor Regional Medical Center at,TX,301467414,1,no_match_above_threshold
,0,952321786,CHILDREN'S HOSPITAL OF ORANGE COUNTY,CA,1299747345,1,no_match_above_threshold
,0,521289729,Dimensions Health Corporation,MD,457814414,1,no_match_above_threshold
,0,462097818,UMSJ Health System LLC,MD,540066530,1,no_match_above_threshold
,0,250965600,The Washington Hospital,PA,259349143,1,no_match_above_threshold
,0,463607347,ContinueCare Hospital at Hendrick Medical Center Inc,TX,10253483,1,no_match_above_threshold
,0,020222171,The New London Hospital Association Inc,NH,86687314,1,no_match_above_threshold
,0,753054855,Mercy Restorative Care Hospital Inc,TX,20305144,1,no_match_above_threshold
,0,231894907,MONTGOMERY COUNTY EMERGENCY SERVICE INC,PA,18499148,1,no_match_above_threshold
,0,731308273,Laureate Psychiatric Clinic and HospitalInc,OK,48099103,1,no_match_above_threshold
,0,364251846,ST ALEXIUS MEDICAL CENTER,MO,386330917,1,no_match_above_threshold
,0,752663904,MEMORIAL MEDICAL CENTER - SAN AUGUSTINE,TX,11261243,1,no_match_above_threshold
,0,390902199,SACRED HEART REHABILITATION INSTITUTE INC,MO,8003658,1,no_match_above_threshold
,0,481158274,ASCENSION VIA CHRISTI REHABILITATION HOSPITAL INC,MO,26404019,1,no_match_above_threshold
,0,736617937,McCurtain Memorial Medical Management Inc,OK,24955087,1,no_match_above_threshold
,0,381303843,MUNSON HEALTHCARE OTSEGO MEMORIAL,MI,117451869,1,no_match_above_threshold
,0,843467958,STC HEALTHCARE PARTNERS LLC,PA,334818262,1,no_match_above_threshold
,0,470533373,COMMUNITY HOSPITAL ASSOCIATION OF MCCOOK,NE,60120323,1,no_match_above_threshold
,0,330420041,SAN GORGONIO MEMORIAL HOSPITAL,CA,102284843,1,no_match_above_threshold
,0,820912090,UPMC Memorial,PA,194486243,1,no_match_above_threshold
,0,460226738,St Benedict Health Center,SD,23596492,1,no_match_above_threshold
,0,271790052,SAINT ALPHONSUS MEDICAL CENTER -,OR,38584583,1,no_match_above_threshold
,0,232523395,ALLIED SERVICES INSTITUTE OF REHABILITATION MEDICINE,PA,31299843,1,no_match_above_threshold
,0,231529076,Riddle Memorial Hospital,PA,265509038,1,no_match_above_threshold
,0,222807681,MEMORIAL HOSPITAL OF WILLIAM F AND,NY,74067556,1,no_match_above_threshold
,0,730579295,Farmers Union Hospital Association,OK,59432690,1,no_match_above_threshold
,0,382908586,ASPIRUS IRONWOOD HOSPITAL & CLINICS INC,MI,69805416,1,no_match_above_threshold
,0,390808503,ASPIRUS MERRILL HOSPITAL & CLINICS INC,WI,23542139,1,no_match_above_threshold
,0,381490180,SPARROW CARSON HOSPITAL,MI,24961794,1,no_match_above_threshold
,0,850138775,OTERO COUNTY HOSPITAL ASSOCIATION,NM,279588075,1,no_match_above_threshold
,0,810864789,WELLSTAR SPALDING REGIONAL HOSPITAL INC,GA,171028562,1,no_match_above_threshold
,0,860206928,WEST YAVAPAI GUIDANCE CLINIC,AZ,37976320,1,no_match_above_threshold
,0,590683252,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,MD,638863498,1,no_match_above_threshold
,0,311551871,Mercy Harvard Hospital Inc,IL,29721024,1,no_match_above_threshold
,0,362170143,La Rabida Children's Hospital,IL,71067686,1,no_match_above_threshold
,0,450231181,Lutheran Charity Association,ND,73982858,1,no_match_above_threshold
,0,710294390,MERCY HOSPITAL ROGERS,AR,371327452,1,no_match_above_threshold
,0,520608007,FRANKLIN SQUARE HOSPITAL CENTER INC,MD,568154973,1,no_match_above_threshold
,0,510603966,Takoma Regional Hospital Inc,TN,104261724,1,no_match_above_threshold
,0,824432109,GSL HOSPITAL,PA,78543017,1,no_match_above_threshold
,0,861248931,ST LUKE'S HOSPITAL - CARBON CAMPUS,PA,85432328,1,no_match_above_threshold
,0,716044543,JOHN ED CHAMBERS MEMORIAL HOSPITAL INC,AR,23307288,1,no_match_above_threshold
,0,386005550,HILLSDALE COMMUNITY HEALTH CENTER,MI,84425894,1,no_match_above_threshold
,0,751976930,Mother Frances Hospital - Jacksonville,TX,76557504,1,no_match_above_threshold
,0,951691011,GATEWAYS HOSPITAL & MENTAL HEALTH CENTER,CA,40733076,1,no_match_above_threshold
,0,990260423,QUEEN'S NORTH HAWAII COMMUNITY HOSPITAL,HI,94897769,1,no_match_above_threshold
,0,470379836,SAINT ELIZABETH REGIONAL MEDICAL CENTER,NE,185997105,1,no_match_above_threshold
,0,430666765,THE RANKEN-JORDAN HOME FOR CONVALESCENT CRIPPLED CHILDREN,MO,52340897,1,no_match_above_threshold
,0,390807060,Sacred Heart Hospital of Hospital Sisters of Third Order of St Francis,WI,244515097,1,no_match_above_threshold
,0,350876389,ST VINCENT MADISON COUNTY HEALTH SYSTEM INC,MO,24039029,1,no_match_above_threshold
,0,730579285,MERCY HOSPITAL OKLAHOMA CITY,OK,635710966,1,no_match_above_threshold
,0,420776568,ALEGENT HEALTH-COMMUNITY MEMORIAL,IA,31129047,1,no_match_above_threshold
,0,362596381,Alexian Brothers Medical Center,MO,496872668,1,no_match_above_threshold
,0,520591657,St Agnes Healthcare Inc,MO,531081437,1,no_match_above_threshold
,0,351712001,St Vincent Seton Specialty Hospital Inc,MO,18408725,1,no_match_above_threshold
,0,630909073,ST VINCENT'S BLOUNT,MO,33471464,1,no_match_above_threshold
,0,203700131,Owasso Medical Facility Inc,MO,38028059,1,no_match_above_threshold
,0,311538725,PENNSYLVANIA HOSPITAL OF THE,PA,797396322,1,no_match_above_threshold
,0,824314522,ST LUKE'S DES PERES EPISCOPAL-,MO,95205379,1,no_match_above_threshold
,0,610965365,RUSSELL COUNTY KENTUCKY HOSPITAL,KY,34927030,1,no_match_above_threshold
,0,465033192,ContinueCare Hospital at Baptist Health Madisonville Inc,TX,7605094,1,no_match_above_threshold
,0,473884840,TGCH Inc,PA,19948196,1,no_match_above_threshold
,0,362183812,Rush Oak Park Hospital Inc,IL,188436826,1,no_match_above_threshold
,0,474393589,EFFINGHAM HOSPITAL INC,GA,76225497,1,no_match_above_threshold
,0,421178403,MERCY HOSPITAL OF FRANCISCAN SISTERS,IA,15128106,1,no_match_above_threshold
,0,237429117,MADERA COMMUNITY HOSPITAL,CA,74049913,1,no_match_above_threshold
,0,630288861,Providence Hospital,MO,262989010,1,no_match_above_threshold
,0,580566223,ST MARY'S HOSPITAL INC (FKA ST,GA,280228135,1,no_match_above_threshold
,0,834569993,BLUESTONE CHILD AND ADOLESCENT,OH,3828856,1,no_match_above_threshold
,0,460877261,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,MO,185032634,1,no_match_above_threshold
,0,232794121,NAZARETH HOSPITAL,PA,178779337,1,no_match_above_threshold
,,581685139,The Medical Center Inc,GA,492732330,1,no_tokens
,0,952459796,KEDREN COMMUNITY HEALTH CENTERINC,CA,51231316,1,no_match_above_threshold
,0,630288864,St Vincent's Birmingham,MO,506896181,1,no_match_above_threshold
,0,953522679,SEVENTH-DAY ADVENTISTS LOMA LINDA,CA,1632799483,1,no_match_above_threshold
,0,382007629,SPARROW EATON HOSPITAL,MI,33134632,1,no_match_above_threshold
,0,204474637,JANE TODD CRAWFORD MEMORIAL HOSP,KY,28884967,1,no_match_above_threshold
,0,390868982,ASPIRUS RIVERVIEW HOSPITAL,WI,142925260,1,no_match_above_threshold
,0,453215312,PORTSMOUTH HOSPITAL CORPORATION,OH,20919363,1,no_match_above_threshold
,0,370808925,THE HOPEDALE MEDICAL FOUNDATION,IL,35065424,1,no_match_above_threshold
,0,810875069,WELLSTAR SYLVAN GROVE HOSPITAL,GA,17333692,1,no_match_above_threshold
,0,593527036,The Villages Tri-County Medical Center Inc,FL,214256965,1,no_match_above_threshold
,0,420680391,Mercy Hospital Iowa City Iowa,IA,193174817,1,no_match_above_threshold
,0,205497506,WEST GEORGIA MEDICAL CENTER INC,GA,252246496,1,no_match_above_threshold
,0,630578923,St Vincent's East,MO,299490032,1,no_match_above_threshold
,0,232610538,NORTH PHILADELPHIA HEALTH SYSTEM,PA,51023445,1,no_match_above_threshold
,0,731089149,INTEGRIS SO OKLAHOMA CITY HOSPCORP,OK,304637122,1,no_match_above_threshold
,0,942916102,KINGMAN HEALTHCARE INC,AZ,391433427,1,no_match_above_threshold
,0,264230898,Barrett Hospital Development Corporation,MT,40903943,1,no_match_above_threshold
,0,540544705,Johnston Memorial Hospital Inc,TN,175985686,1,no_match_above_threshold
,0,810264548,DAHL MEMORIAL HEALTHCARE,MT,8913551,1,no_match_above_threshold
,0,812946322,UCF ACADEMIC HEALTH INC,FL,1733999,1,no_match_above_threshold
,0,370661202,FAIRFIELD MEMORIAL HOSPITAL ASSOCIATION,IL,52092469,1,no_match_above_threshold
,0,520646893,MONTGOMERY GENERAL HOSPITAL INC,MD,198219487,1,no_match_above_threshold
,0,844475996,ST LUKE'S HOSPITAL - EASTON CAMPUS,PA,60914414,1,no_match_above_threshold
,0,221494454,ST LUKE'S WARREN HOSPITAL INC,PA,164768775,1,no_match_above_threshold
,0,720408982,Christus Health Northern Louisiana,LA,317607686,1,no_match_above_threshold
,0,454394739,ST LUKE'S HOSPITAL ANDERSON CAMPUS,PA,392794468,1,no_match_above_threshold
,0,860334996,BISBEE HOSPITAL ASSOCIATION INC,AZ,62988785,1,no_match_above_threshold
,0,020232673,The Elliot Hospital of the City,NH,580261281,1,no_match_above_threshold
,0,410695604,ST MARY'S MEDICAL CENTER,MN,510786332,1,no_match_above_threshold
,0,410695602,ST JOSEPH'S MEDICAL CENTER,MN,263747087,1,no_match_above_threshold
,0,910715805,ENUMCLAW REGIONAL HOSPITAL ASSOCIATION,WA,66588120,1,no_match_above_threshold
,0,141347719,ST MARY'S HEALTHCARE,NY,185684320,1,no_match_above_threshold
,0,421336618,MERCY MEDICAL CENTER - CLINTON INC,IA,143685978,1,no_match_above_threshold
,0,470443636,ST MARY'S COMMUNITY HOSPITAL,NE,38155965,1,no_match_above_threshold
,0,520607971,KENNEDY KRIEGER CHILDREN'S HOSPITAL INC,MD,224795566,1,no_match_above_threshold
,0,810243720,SHERIDAN MEMORIAL HOSPITAL ASSOCIATION,MT,19114895,1,no_match_above_threshold
,0,231352211,ST JOSEPH REGIONAL HEALTH NETWORK,PA,318344311,1,no_match_above_threshold
,0,351343019,ST MARYS WARRICK HOSPITAL INC,MO,20437294,1,no_match_above_threshold
,0,370663568,St Joseph's Hospital of the Hospital Sisters of the Third Order of St Franc,IL,44427510,1,no_match_above_threshold
,0,350992717,St Joseph Hospital & Health Center Inc,MO,159290910,1,no_match_above_threshold
,0,370661238,St John's Hospital of the Hospital Sisters of the Third Order of St Francis,IL,647884389,1,no_match_above_threshold
,0,420782518,ALEGENT HEALTH-MERCY HOSPITAL CORNING,IA,21659636,1,no_match_above_threshold
,0,883577015,CHH Community Health,PA,81436322,1,no_match_above_threshold
,0,390817529,St Vincent Hospital of the Hospital Sisters of the Third Order of St Franci,WI,641307176,1,no_match_above_threshold
,0,382377821,ASCENSION GENESYS HOSPITAL,MO,400589700,1,no_match_above_threshold
,0,480958974,ASCENSION VIA CHRISTI HEALTH PARTNERS INC,MO,35409508,1,no_match_above_threshold
,0,730579286,St John Medical Center Inc,MO,559459768,1,no_match_above_threshold
,0,274434451,Scott & White Hospital-College Station,TX,278707834,1,no_match_above_threshold
,0,742519752,Scott & White Hospital Brenham,TX,38518141,1,no_match_above_threshold
,0,751844139,Baylor Medical Center at Waxahachie,TX,230741533,1,no_match_above_threshold
,0,473539943,ContinueCare Hospital at Odessa Inc,TX,10664485,1,no_match_above_threshold
,0,520591483,Mt Washington Pediatric Hospital Inc,MD,69785395,1,no_match_above_threshold
,0,465032999,ContinueCare Hospital at Baptist Health Paducah Inc,TX,9293978,1,no_match_above_threshold
,0,813048423,ContinueCare Hospital at Palmetto Health Baptist Inc,TX,12771233,1,no_match_above_threshold
,0,760436439,MEMORIAL MEDICAL CENTER - LIVINGSTON,TX,51679243,1,no_match_above_threshold
,0,160743037,HIGHLAND HOSPITAL OF ROCHESTER,NY,493417256,1,no_match_above_threshold
,0,352103153,St Vincent Randolph Hospital Inc,MO,24596383,1,no_match_above_threshold
,0,381359247,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,MO,260778832,1,no_match_above_threshold
,0,520591612,FREDERICK HEALTH HOSPITAL INC,MD,412262165,1,no_match_above_threshold
,0,233009874,THE ALLENTOWN SPECIALTY HOSPITAL INC,PA,17710137,1,no_match_above_threshold
,0,473752176,ST MARY'S SACRED HEART HOSPITAL INC,GA,51200346,1,no_match_above_threshold
,0,237169043,Central Montana Medical Facilities Inc,MT,48009450,1,no_match_above_threshold
,0,381671120,ASCENSION STANDISH HOSPITAL,MO,25415157,1,no_match_above_threshold
,0,421264647,COVENANT MEDICAL CENTER INC,IA,335820032,1,no_match_above_threshold
,0,940382330,CHILDREN'S HOSPITAL & RESEARCH CENTER AT,CA,736282682,1,no_match_above_threshold
,0,582179986,PIEDMONT ATHENS REGIONAL MEDICAL CENTER INC,GA,684307461,1,no_match_above_threshold
,0,210635009,PRINCETON HEALTHCARE SYSTEM A NEW JERSEY,NJ,565429689,1,no_match_above_threshold
,0,582200195,PIEDMONT HENRY HOSPITAL INC,GA,496914757,1,no_match_above_threshold
,0,510064326,ST FRANCIS HOSPITAL INC,DE,165338418,1,no_match_above_threshold
,0,410919153,Avera Marshall,MN,134851280,1,no_match_above_threshold
,0,810224734,MEMORIAL HOSPITAL ASSOCIATION,MT,20053755,1,no_match_above_threshold
,0,411924645,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,MN,40660224,1,no_match_above_threshold
,0,452438973,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,MN,39986521,1,no_match_above_threshold
,0,610444716,ASHLAND HOSPITAL CORPORATION,KY,566525812,1,no_match_above_threshold
,0,363332852,GOTTLIEB COMMUNITY HEALTH SERVICES,IL,257408502,1,no_match_above_threshold
,0,141885340,SPARROW SPECIALTY HOSPITAL,MI,8620562,1,no_match_above_threshold
,0,141348692,ST PETER'S HOSPITAL,NY,714355584,1,no_match_above_threshold
,0,556000526,GRAFTON CITY HOSPITAL,WV,18908767,1,no_match_above_threshold
,0,363616314,Genesis Health System (IL),IL,162920403,1,no_match_above_threshold
,0,660205634,LIGA PUERTORRIQUENA CONTRA EL CANCER,PR,23336324,1,no_match_above_threshold
,0,344440884,WOOD COUNTY HOSPITAL ASSOCIATION,OH,138075799,1,no_match_above_threshold
,0,370661218,MARSHALL BROWNING HOSPITAL ASSOCIATION,IL,34380002,1,no_match_above_threshold
,0,660561027,SERVICIOS MDICOS,PR,60018674,1,no_match_above_threshold
,0,770599553,Dickenson Community Hospital Inc,TN,10600306,1,no_match_above_threshold
,0,411620386,ST MARY'S REGIONAL HEALTH CENTER,MN,161193410,1,no_match_above_threshold
,0,237067206,MISSISSIPPI METHODIST HOSPITAL,MS,69541125,1,no_match_above_threshold
,0,850442957,Clayton Health Systems Inc,NM,15339336,1,no_match_above_threshold
,0,390806302,ST JOSEPH'S COMMUNITY HOSPITAL OF,WI,149344437,1,no_match_above_threshold
,0,465143606,ST LUKE'S HOSPITAL MONROE CAMPUS,PA,235178585,1,no_match_above_threshold
,0,520591685,THE UNION MEMORIAL HOSPITAL,MD,444743707,1,no_match_above_threshold
,0,812677745,LITTLE RIVER MEDICAL CENTER INC,AR,11943126,1,no_match_above_threshold
,0,810231789,MONTANA CHILDREN'S HOME AND HOSPITAL,MT,36952570,1,no_match_above_threshold
,0,741385192,COMMUNITY HOSPITAL OF BRAZOSPORT,TX,92119450,1,no_match_above_threshold
,0,752771569,Mother Frances Hospital - Winnsboro,TX,21439412,1,no_match_above_threshold
,0,710329353,Jefferson Hospital Association Inc,AR,244028278,1,no_match_above_threshold
,0,351142669,SAINT JOSEPH REGIONAL MEDICAL,IN,61283305,1,no_match_above_threshold
,0,420818642,CENTRAL COMMUNITY HOSPITAL,IA,12325449,1,no_match_above_threshold
,0,370661233,St Anthony's Memorial Hospital of the Hospital Sisters of The Third Order o,IL,161674162,1,no_match_above_threshold
,0,851620990,PENN STATE HEALTH LANCASTER MEDICAL,PA,141665788,1,no_match_above_threshold
,0,381490190,ASCENSION BORGESS-LEE HOSPITAL,MO,21826534,1,no_match_above_threshold
,0,851608328,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,PA,137588524,1,no_match_above_threshold
,0,390907740,ASCENSION ST FRANCIS HOSPITAL INC,MO,156635594,1,no_match_above_threshold
,0,202850920,Scott & White Continuing Care Hospital,TX,23260449,1,no_match_above_threshold
,0,593238634,H LEE MOFFITT CANCER CENTER AND,FL,1622473343,1,no_match_above_threshold
,0,261947374,ST LUKE'S COMMUNITY DEVELOPMENT,TX,105309112,1,no_match_above_threshold
,0,420758901,SARTORI MEMORIAL HOSPITAL INC,IA,34115133,1,no_match_above_threshold
,0,381359063,ASCENSION ST JOHN HOSPITAL,MO,1018377239,1,no_match_above_threshold
,0,351841606,St Vincent Jennings Hospital Inc,MO,18328408,1,no_match_above_threshold
,0,750755367,MEMORIAL HEALTH SYSTEM OF EAST TEXAS,TX,175786573,1,no_match_above_threshold
,0,721526400,Wamego Hospital Association,MO,14237038,1,no_match_above_threshold
,0,530204670,THE HOSPITAL FOR SICK CHILDREN,DC,40148051,1,no_match_above_threshold
,0,261720984,GOOD SAMARITAN HOSPITAL INC,GA,33107244,1,no_match_above_threshold
,0,621220402,SISKIN HOSPITAL FOR PHYSICAL,TN,49863981,1,no_match_above_threshold
,0,331216751,Hughston Hospital,GA,114483100,1,no_match_above_threshold
,0,593650609,St Vincent's Health System Inc,MO,136902071,1,no_match_above_threshold
,0,391568865,WHEATON FRANCISCAN HEALTHCARE - SOUTHEAST WISCONSIN INC,MO,34463400,1,no_match_above_threshold
,0,454166209,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL,GA,28370954,1,no_match_above_threshold
,0,381359180,Ascension Borgess Allegan Hospital,MO,40152856,1,no_match_above_threshold
,0,440629397,CARROLL COUNTY MEMORIAL HOSPITAL,MO,40751770,1,no_match_above_threshold
,0,943028978,SAINT ALPHONSUS DIVERSIFIED CARE INC,ID,1791358,1,no_match_above_threshold
,0,540551711,Community Memorial Hospital,VA,189106009,1,no_match_above_threshold
,0,470463911,Avera St Anthony's Hospital,NE,40399808,1,no_match_above_threshold
,0,741109636,ASCENSION PROVIDENCE,MO,322905352,1,no_match_above_threshold
,0,201645949,CFHS HOLDINGS INC,CA,171480514,1,no_match_above_threshold
,0,271789847,SAINT ALPHONSUS MEDICAL CENTER -,OR,79799895,1,no_match_above_threshold
,0,232262852,JOHN HEINZ INSTITUTE OF REHABILITATION MEDICINE,PA,25525475,1,no_match_above_threshold
,0,810384618,BIG HORN HOSPITAL ASSOCIATION,MT,19934514,1,no_match_above_threshold
,0,411865315,CENTRACARE HEALTH SYSTEM - MELROSE,MN,52399778,1,no_match_above_threshold
,0,421500277,BAUM HARMON MERCY HOSPITAL,IA,8907289,1,no_match_above_threshold
,0,134343743,CRAIG AND FRANCES LINDNER CENTER OF HOPE,OH,29889102,1,no_match_above_threshold
,0,141338386,SUNNYVIEW HOSPITAL AND REHABILITATION,NY,64400582,1,no_match_above_threshold
,0,150532254,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,623184343,1,no_match_above_threshold
,0,540622371,UVA CULPEPER MEDICAL CENTER,VA,146065021,1,no_match_above_threshold
,0,582026750,DOUGLAS HOSPITAL INC,GA,200411891,1,no_match_above_threshold
,0,582095884,PAULDING MEDICAL CENTER INC,GA,250396992,1,no_match_above_threshold
,0,350985964,LITTLE COMPANY OF MARY HOSPITAL,IN,279851186,1,no_match_above_threshold
,0,580968382,COBB HOSPITAL INC,GA,793674723,1,no_match_above_threshold
,0,420843389,IDA COUNTY IOWA COMMUNITY HOSPITAL INC,IA,28498206,1,no_match_above_threshold
,0,860171900,White Mountain Regional Medical Center,AZ,24027087,1,no_match_above_threshold
,0,352087092,COMMUNITY HOSPITAL OF NOBLE COUNTY INC,IN,67082561,1,no_match_above_threshold
,0,432040599,BENNETT COUNTY HOSPITAL AND NURSING HOME,SD,14020963,1,no_match_above_threshold
,0,480684878,Southwest Medical Center,KS,79126128,1,no_match_above_threshold
,0,770258013,Adventist Health Delano,CA,104447923,1,no_match_above_threshold
,0,946050274,Barton Healthcare System,CA,224697918,1,no_match_above_threshold
,0,840482695,BRIGHTON COMMUNITY HOSPITAL ASSOCIATION,CO,224254565,1,no_match_above_threshold
,0,452230827,Swisher Memorial Healthcare System,TX,12857013,1,no_match_above_threshold
,0,111839362,NEWYORK-PRESBYTERIANQUEENS,NY,1059552480,1,no_match_above_threshold
,0,752426010,METHODIST HOSPITAL PLAINVIEW,WA,79276009,1,no_match_above_threshold
,0,822913146,COVENANT MEDICAL CENTER,WA,578474728,1,no_match_above_threshold
,0,112837244,THE LONG ISLAND HOME,NY,116872472,1,no_match_above_threshold
,0,752771437,Texas Health Presbyterian Hospital Kaufman,TX,41908008,1,no_match_above_threshold
,0,756001743,Texas Health Harris Methodist Hospital,TX,1135773705,1,no_match_above_threshold
,0,350895832,NORTON - KING'S DAUGHTERS' HEALTH INC,IN,164006778,1,no_match_above_threshold
,0,131725076,PHELPS MEMORIAL HOSPITAL ASSOCIATION,NY,377256518,1,no_match_above_threshold
,0,386108110,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,OH,86496732,1,no_match_above_threshold
,0,831954982,Texas Health Hospital Frisco,TX,151308639,1,no_match_above_threshold
,0,131739937,The Winifred Masterson Burke Rehabilitation Hospital,NY,130456446,1,no_match_above_threshold
,0,930110095,ALBANY GENERAL HOSPITAL,OR,251133228,1,no_match_above_threshold
,0,931329784,SAMARITAN PACIFIC HEALTH SERVICES,OR,133617806,1,no_match_above_threshold
,0,590855412,Trustees of Mease Hospital Inc,FL,517741973,1,no_match_above_threshold
,0,382027689,WA FOOTE MEMORIAL HOSPITAL,MI,784110011,1,no_match_above_threshold
,0,350867958,Indiana University Health Ball Memorial Hospital Inc,IN,545895599,1,no_match_above_threshold
,0,262772226,Indiana University Health Tipton Hospital Inc,IN,44996878,1,no_match_above_threshold
,0,841276376,Valley Citizens Foundation for Health,CO,31677416,1,no_match_above_threshold
,0,951684082,PROVIDENCE SAINT JOHN'S HEALTH CENTER,WA,557013467,1,no_match_above_threshold
,0,310536662,The Fort Hamilton Hospital,OH,178968523,1,no_match_above_threshold
,0,420860039,STEWART MEMORIAL COMMUNITY HOSPITAL,IA,37279281,1,no_match_above_threshold
,0,843480493,Wetzel County Hospital Inc,WV,36703718,1,no_match_above_threshold
,0,741461220,Frio Hospital Association,TX,30957610,1,no_match_above_threshold
,0,131624135,NEW YORK SOCIETY FOR THE RELIEF OF THE,NY,1549857093,1,no_match_above_threshold
,0,940760193,COMMUNITY HOSPITAL OF THE MONTEREY,CA,933598710,1,no_match_above_threshold
,0,610601267,MARSHALL COUNTY HOSPITAL DISTRICT,KY,28830698,1,no_match_above_threshold
,0,462916938,Montefiore Mount Vernon Hospital,NY,93535039,1,no_match_above_threshold
,0,421019872,NORTHWEST IOWA HOSPITAL CORPORATION,IA,225855407,1,no_match_above_threshold
,0,480577658,HIAWATHA HOSPITAL ASSOCIATION INC,KS,33904849,1,no_match_above_threshold
,0,480561974,AMBERWELL ATCHISON ASSOCIATION,KS,62034227,1,no_match_above_threshold
,0,562488077,Saint Lukes East Hospital,MO,364519724,1,no_match_above_threshold
,0,742849611,Saint Lukes Hospital of Garnett Inc,KS,34377789,1,no_match_above_threshold
,0,840469270,Colorado West Healthcare System,CO,262576929,1,no_match_above_threshold
,0,590624424,MOUNT SINAI MEDICAL CENTER OF,FL,972412617,1,no_match_above_threshold
,0,351786005,Rehabilitation Hospital of Indiana Inc,IN,45535971,1,no_match_above_threshold
